model,feature,accuracy,precision,recall,f1,TP,FP,FN,TN,n_sentences
ZS_noCTX_noLeg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,985,1008
ZS_noCTX_noLeg,multiple-neg,0.9898785425101214,0.7894736842105263,0.9375,0.8571428571428571,30,8,2,948,1008
ZS_noCTX_noLeg,neg-inversion,0.9969635627530364,0.0,0.0,0.0,0,2,1,985,1008
ZS_noCTX_noLeg,n-inv-neg-concord,1.0,1.0,1.0,1.0,1,0,0,986,1008
ZS_noCTX_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,980,1008
ZS_noCTX_noLeg,zero-3sg-pres-s,0.9827760891590679,0.6944444444444444,0.8064516129032258,0.746268656716418,25,11,6,945,1008
ZS_noCTX_noLeg,is-was-gen,0.9888551165146909,0.7586206896551724,0.8461538461538461,0.8,22,7,4,954,1008
ZS_noCTX_noLeg,zero-pl-s,0.9959390862944163,0.75,0.5,0.6,3,1,3,978,1008
ZS_noCTX_noLeg,double-object,0.9989837398373984,1.0,0.6666666666666666,0.8,2,0,1,981,1008
ZS_noCTX_noLeg,existential-it,0.9796747967479674,0.5952380952380952,0.8928571428571429,0.7142857142857143,25,17,3,939,1008
ZS_noCTX_noLeg,demonstrative-them,1.0,1.0,1.0,1.0,1,0,0,983,1008
ZS_noCTX_noLeg,appositive-pleonastic-pronoun,0.9898270600203459,0.7916666666666666,0.7916666666666666,0.7916666666666666,19,5,5,954,1008
ZS_noCTX_noLeg,bin,1.0,1.0,1.0,1.0,13,0,0,970,1008
ZS_noCTX_noLeg,verb-stem,0.9734693877551021,0.35714285714285715,0.22727272727272727,0.2777777777777778,5,9,17,949,1008
ZS_noCTX_noLeg,past-tense-swap,0.9887640449438202,0.7272727272727273,0.5,0.5925925925925926,8,3,8,960,1008
ZS_noCTX_noLeg,zero-rel-pronoun,0.9642492339121552,0.5,0.02857142857142857,0.05405405405405406,1,1,34,943,1008
ZS_noCTX_noLeg,preterite-had,0.9969356486210419,0.5,0.3333333333333333,0.4,1,1,2,975,1008
ZS_noCTX_noLeg,bare-got,0.9928425357873211,0.9333333333333333,0.7,0.8,14,1,6,957,1008
ZScot_CTX1t_Leg,zero-poss,0.9940476190476191,0.75,0.75,0.75,9,3,3,993,1008
ZScot_CTX1t_Leg,zero-copula,0.9652777777777778,0.6413043478260869,0.9672131147540983,0.7712418300653595,59,33,2,914,1008
ZScot_CTX1t_Leg,be-construction,0.998015873015873,0.75,0.75,0.75,3,1,1,1003,1008
ZScot_CTX1t_Leg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,1005,1008
ZScot_CTX1t_Leg,multiple-neg,0.9910714285714286,0.8,0.9696969696969697,0.8767123287671232,32,8,1,967,1008
ZScot_CTX1t_Leg,neg-inversion,0.9970238095238095,0.0,0.0,0.0,0,2,1,1005,1008
ZScot_CTX1t_Leg,n-inv-neg-concord,0.998015873015873,0.0,0.0,0.0,0,1,1,1006,1008
ZScot_CTX1t_Leg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
ZScot_CTX1t_Leg,zero-3sg-pres-s,0.9861111111111112,0.75,0.84375,0.7941176470588235,27,9,5,967,1008
ZScot_CTX1t_Leg,is-was-gen,0.9900793650793651,0.78125,0.8928571428571429,0.8333333333333334,25,7,3,973,1008
ZScot_CTX1t_Leg,zero-pl-s,0.9950396825396826,0.6,0.5,0.5454545454545454,3,2,3,1000,1008
ZScot_CTX1t_Leg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
ZScot_CTX1t_Leg,existential-it,0.9742063492063492,0.5434782608695652,0.8333333333333334,0.6578947368421053,25,21,5,957,1008
ZScot_CTX1t_Leg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1006,1008
ZScot_CTX1t_Leg,appositive-pleonastic-pronoun,0.9890873015873016,0.7777777777777778,0.8076923076923077,0.7924528301886793,21,6,5,976,1008
ZScot_CTX1t_Leg,bin,1.0,1.0,1.0,1.0,13,0,0,995,1008
ZScot_CTX1t_Leg,verb-stem,0.9722222222222222,0.42105263157894735,0.32,0.36363636363636365,8,11,17,972,1008
ZScot_CTX1t_Leg,past-tense-swap,0.9841269841269841,0.5333333333333333,0.47058823529411764,0.5,8,7,9,984,1008
ZScot_CTX1t_Leg,zero-rel-pronoun,0.9623015873015873,0.5,0.05263157894736842,0.09523809523809523,2,2,36,968,1008
ZScot_CTX1t_Leg,preterite-had,0.9940476190476191,0.0,0.0,0.0,0,0,6,1002,1008
ZScot_CTX1t_Leg,bare-got,0.9920634920634921,0.8823529411764706,0.7142857142857143,0.7894736842105263,15,2,6,985,1008
ZScot_CTX1t_noLeg,zero-poss,0.996031746031746,0.9,0.75,0.8181818181818182,9,1,3,995,1008
ZScot_CTX1t_noLeg,zero-copula,0.9543650793650794,0.5728155339805825,0.9672131147540983,0.7195121951219512,59,44,2,903,1008
ZScot_CTX1t_noLeg,be-construction,0.998015873015873,0.75,0.75,0.75,3,1,1,1003,1008
ZScot_CTX1t_noLeg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,1005,1008
ZScot_CTX1t_noLeg,multiple-neg,0.9940476190476191,0.8648648648648649,0.9696969696969697,0.9142857142857143,32,5,1,970,1008
ZScot_CTX1t_noLeg,neg-inversion,0.998015873015873,0.0,0.0,0.0,0,1,1,1006,1008
ZScot_CTX1t_noLeg,n-inv-neg-concord,0.9990079365079365,0.0,0.0,0.0,0,0,1,1007,1008
ZScot_CTX1t_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
ZScot_CTX1t_noLeg,zero-3sg-pres-s,0.9841269841269841,0.7222222222222222,0.8125,0.7647058823529411,26,10,6,966,1008
ZScot_CTX1t_noLeg,is-was-gen,0.9880952380952381,0.75,0.8571428571428571,0.8,24,8,4,972,1008
ZScot_CTX1t_noLeg,zero-pl-s,0.9950396825396826,0.6,0.5,0.5454545454545454,3,2,3,1000,1008
ZScot_CTX1t_noLeg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
ZScot_CTX1t_noLeg,existential-it,0.9722222222222222,0.5208333333333334,0.8333333333333334,0.6410256410256411,25,23,5,955,1008
ZScot_CTX1t_noLeg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1006,1008
ZScot_CTX1t_noLeg,appositive-pleonastic-pronoun,0.9851190476190477,0.7037037037037037,0.7307692307692307,0.7169811320754716,19,8,7,974,1008
ZScot_CTX1t_noLeg,bin,1.0,1.0,1.0,1.0,13,0,0,995,1008
ZScot_CTX1t_noLeg,verb-stem,0.9712301587301587,0.4090909090909091,0.36,0.3829787234042553,9,13,16,970,1008
ZScot_CTX1t_noLeg,past-tense-swap,0.9811507936507936,0.4375,0.4117647058823529,0.42424242424242425,7,9,10,982,1008
ZScot_CTX1t_noLeg,zero-rel-pronoun,0.9612326043737575,0.4,0.05263157894736842,0.09302325581395349,2,3,36,965,1008
ZScot_CTX1t_noLeg,preterite-had,0.9930555555555556,0.0,0.0,0.0,0,1,6,1001,1008
ZScot_CTX1t_noLeg,bare-got,0.9930555555555556,0.8888888888888888,0.7619047619047619,0.8205128205128205,16,2,5,985,1008
ZScot_noCTX_Leg,zero-poss,0.9940476190476191,0.75,0.75,0.75,9,3,3,993,1008
ZScot_noCTX_Leg,zero-copula,0.9613095238095238,0.6170212765957447,0.9508196721311475,0.7483870967741936,58,36,3,911,1008
ZScot_noCTX_Leg,be-construction,0.998015873015873,0.75,0.75,0.75,3,1,1,1003,1008
ZScot_noCTX_Leg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,1005,1008
ZScot_noCTX_Leg,multiple-neg,0.9910714285714286,0.8157894736842105,0.9393939393939394,0.8732394366197183,31,7,2,968,1008
ZScot_noCTX_Leg,neg-inversion,0.996031746031746,0.0,0.0,0.0,0,3,1,1004,1008
ZScot_noCTX_Leg,n-inv-neg-concord,0.998015873015873,0.0,0.0,0.0,0,1,1,1006,1008
ZScot_noCTX_Leg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
ZScot_noCTX_Leg,zero-3sg-pres-s,0.9851190476190477,0.717948717948718,0.875,0.7887323943661971,28,11,4,965,1008
ZScot_noCTX_Leg,is-was-gen,0.9900793650793651,0.78125,0.8928571428571429,0.8333333333333334,25,7,3,973,1008
ZScot_noCTX_Leg,zero-pl-s,0.996031746031746,0.75,0.5,0.6,3,1,3,1001,1008
ZScot_noCTX_Leg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
ZScot_noCTX_Leg,existential-it,0.9811507936507936,0.627906976744186,0.9,0.7397260273972602,27,16,3,962,1008
ZScot_noCTX_Leg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1006,1008
ZScot_noCTX_Leg,appositive-pleonastic-pronoun,0.9871031746031746,0.76,0.7307692307692307,0.7450980392156863,19,6,7,976,1008
ZScot_noCTX_Leg,bin,1.0,1.0,1.0,1.0,13,0,0,995,1008
ZScot_noCTX_Leg,verb-stem,0.9722222222222222,0.4117647058823529,0.28,0.3333333333333333,7,10,18,973,1008
ZScot_noCTX_Leg,past-tense-swap,0.9831349206349206,0.5,0.47058823529411764,0.48484848484848486,8,8,9,983,1008
ZScot_noCTX_Leg,zero-rel-pronoun,0.9603174603174603,0.25,0.02631578947368421,0.047619047619047616,1,3,37,967,1008
ZScot_noCTX_Leg,preterite-had,0.9920634920634921,0.25,0.16666666666666666,0.2,1,3,5,999,1008
ZScot_noCTX_Leg,bare-got,0.9930555555555556,0.8888888888888888,0.7619047619047619,0.8205128205128205,16,2,5,985,1008
ZScot_noCTX_noLeg,zero-poss,0.9940476190476191,0.8,0.6666666666666666,0.7272727272727273,8,2,4,994,1008
ZScot_noCTX_noLeg,zero-copula,0.9603174603174603,0.6129032258064516,0.9344262295081968,0.7402597402597403,57,36,4,911,1008
ZScot_noCTX_noLeg,double-tense,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
ZScot_noCTX_noLeg,be-construction,0.998015873015873,0.75,0.75,0.75,3,1,1,1003,1008
ZScot_noCTX_noLeg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,1005,1008
ZScot_noCTX_noLeg,multiple-neg,0.9920634920634921,0.8378378378378378,0.9393939393939394,0.8857142857142857,31,6,2,969,1008
ZScot_noCTX_noLeg,neg-inversion,0.9970238095238095,0.0,0.0,0.0,0,2,1,1005,1008
ZScot_noCTX_noLeg,n-inv-neg-concord,0.9990079365079365,0.0,0.0,0.0,0,0,1,1007,1008
ZScot_noCTX_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
ZScot_noCTX_noLeg,zero-3sg-pres-s,0.9841269841269841,0.7105263157894737,0.84375,0.7714285714285715,27,11,5,965,1008
ZScot_noCTX_noLeg,is-was-gen,0.9880952380952381,0.75,0.8571428571428571,0.8,24,8,4,972,1008
ZScot_noCTX_noLeg,zero-pl-s,0.996031746031746,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,1000,1008
ZScot_noCTX_noLeg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
ZScot_noCTX_noLeg,existential-it,0.9722222222222222,0.5208333333333334,0.8333333333333334,0.6410256410256411,25,23,5,955,1008
ZScot_noCTX_noLeg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1006,1008
ZScot_noCTX_noLeg,appositive-pleonastic-pronoun,0.9880952380952381,0.75,0.8076923076923077,0.7777777777777778,21,7,5,975,1008
ZScot_noCTX_noLeg,bin,1.0,1.0,1.0,1.0,13,0,0,995,1008
ZScot_noCTX_noLeg,verb-stem,0.9732142857142857,0.4375,0.28,0.34146341463414637,7,9,18,974,1008
ZScot_noCTX_noLeg,past-tense-swap,0.9831349206349206,0.5,0.47058823529411764,0.48484848484848486,8,8,9,983,1008
ZScot_noCTX_noLeg,zero-rel-pronoun,0.9612326043737575,0.4,0.05263157894736842,0.09302325581395349,2,3,36,965,1008
ZScot_noCTX_noLeg,preterite-had,0.9940476190476191,0.0,0.0,0.0,0,0,6,1002,1008
ZScot_noCTX_noLeg,bare-got,0.9910714285714286,0.8333333333333334,0.7142857142857143,0.7692307692307693,15,3,6,984,1008
