model,feature,accuracy,precision,recall,f1,TP,FP,FN,TN,n_sentences
QWEN2.5_QWEN25_FScot_CTX2t_Leg,is-was-gen,0.9736842105263158,0.0,0.0,0.0,0,1,11,444,456
QWEN2.5_QWEN25_FScot_CTX2t_Leg,zero-pl-s,0.9956140350877193,0.0,0.0,0.0,0,2,0,454,456
QWEN2.5_QWEN25_FScot_CTX2t_Leg,existential-it,0.9868421052631579,0.0,0.0,0.0,0,0,6,450,456
QWEN2.5_QWEN25_FScot_CTX2t_Leg,demonstrative-them,0.993421052631579,0.0,0.0,0.0,0,3,0,453,456
QWEN2.5_QWEN25_FScot_CTX2t_Leg,appositive-pleonastic-pronoun,0.993421052631579,0.0,0.0,0.0,0,0,3,453,456
QWEN2.5_QWEN25_FScot_CTX2t_Leg,bin,0.993421052631579,0.0,0.0,0.0,0,0,3,453,456
QWEN2.5_QWEN25_FScot_CTX2t_Leg,verb-stem,0.24342105263157895,0.005797101449275362,0.5,0.011461318051575931,2,343,2,109,456
QWEN2.5_QWEN25_FScot_CTX2t_Leg,past-tense-swap,0.7609649122807017,0.00909090909090909,1.0,0.018018018018018018,1,109,0,346,456
QWEN2.5_QWEN25_FScot_CTX2t_Leg,preterite-had,0.9846491228070176,0.0,0.0,0.0,0,7,0,449,456
QWEN2.5_QWEN25_FScot_CTX2t_Leg,bare-got,0.9824561403508771,0.3333333333333333,0.14285714285714285,0.2,1,2,6,447,456
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,zero-poss,0.8843537414965986,0.04,0.4,0.07272727272727272,2,48,3,388,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,zero-copula,0.8344671201814059,0.03508771929824561,0.1,0.05194805194805195,2,55,18,366,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,double-tense,0.9569160997732427,0.0,0.0,0.0,0,19,0,422,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,be-construction,0.9455782312925171,0.08,0.6666666666666666,0.14285714285714285,2,23,1,415,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,resultant-done,0.9841269841269841,0.0,0.0,0.0,0,6,1,434,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,finna,0.9886621315192744,0.0,0.0,0.0,0,5,0,436,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,come,0.9931972789115646,0.0,0.0,0.0,0,3,0,438,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,double-modal,0.9977324263038548,0.0,0.0,0.0,0,1,0,440,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,multiple-neg,0.9002267573696145,0.2,1.0,0.3333333333333333,11,44,0,386,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,neg-inversion,0.9410430839002267,0.037037037037037035,1.0,0.07142857142857142,1,26,0,414,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,n-inv-neg-concord,0.9206349206349206,0.0,0.0,0.0,0,35,0,406,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,aint,0.9501133786848073,0.15384615384615385,1.0,0.26666666666666666,4,22,0,415,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,zero-3sg-pres-s,0.8888888888888888,0.07317073170731707,0.21428571428571427,0.10909090909090909,3,38,11,389,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,is-was-gen,0.963718820861678,0.125,0.1,0.1111111111111111,1,7,9,424,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,zero-pl-s,0.9523809523809523,0.0,0.0,0.0,0,21,0,420,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,double-object,0.9977324263038548,0.0,0.0,0.0,0,1,0,440,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,existential-it,0.9750566893424036,0.0,0.0,0.0,0,5,6,430,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,demonstrative-them,0.9863945578231292,0.0,0.0,0.0,0,6,0,435,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,appositive-pleonastic-pronoun,0.9909297052154195,0.0,0.0,0.0,0,1,3,437,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,bin,0.9886621315192744,0.0,0.0,0.0,0,2,3,436,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,verb-stem,0.46485260770975056,0.008438818565400843,0.6666666666666666,0.016666666666666666,2,235,1,203,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,past-tense-swap,0.7074829931972789,0.007692307692307693,1.0,0.015267175572519083,1,129,0,311,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,zero-rel-pronoun,0.9909297052154195,0.0,0.0,0.0,0,4,0,437,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,preterite-had,0.9863945578231292,0.0,0.0,0.0,0,6,0,435,441
QWEN2.5_QWEN25_FScot_CTX2t_noLeg,bare-got,0.9795918367346939,0.2,0.16666666666666666,0.18181818181818182,1,4,5,431,441
QWEN2.5_QWEN25_FScot_noCTX_Leg,zero-poss,0.9705263157894737,0.0,0.0,0.0,0,9,5,461,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,zero-copula,0.9052631578947369,0.07142857142857142,0.09523809523809523,0.08163265306122448,2,26,19,428,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,be-construction,0.9936842105263158,0.0,0.0,0.0,0,0,3,472,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,resultant-done,0.9936842105263158,0.0,0.0,0.0,0,2,1,472,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,finna,0.9957894736842106,0.0,0.0,0.0,0,2,0,473,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,multiple-neg,0.848421052631579,0.13253012048192772,1.0,0.23404255319148937,11,72,0,392,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,neg-inversion,0.8947368421052632,0.0196078431372549,1.0,0.038461538461538464,1,50,0,424,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,n-inv-neg-concord,0.8378947368421052,0.0,0.0,0.0,0,77,0,398,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,aint,0.9536842105263158,0.15384615384615385,1.0,0.26666666666666666,4,22,0,449,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,zero-3sg-pres-s,0.9431578947368421,0.16666666666666666,0.2,0.18181818181818182,3,15,12,445,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,is-was-gen,0.9747368421052631,0.0,0.0,0.0,0,0,12,463,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,zero-pl-s,0.9978947368421053,0.0,0.0,0.0,0,1,0,474,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,existential-it,0.9852631578947368,0.0,0.0,0.0,0,1,6,468,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,demonstrative-them,0.991578947368421,0.0,0.0,0.0,0,4,0,471,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,appositive-pleonastic-pronoun,0.9936842105263158,0.0,0.0,0.0,0,0,3,472,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,bin,0.9831578947368421,0.25,0.5,0.3333333333333333,2,6,2,465,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,verb-stem,0.1831578947368421,0.010230179028132993,0.8,0.020202020202020204,4,387,1,83,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,past-tense-swap,0.5473684210526316,0.004629629629629629,1.0,0.009216589861751152,1,215,0,259,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,preterite-had,0.9747368421052631,0.0,0.0,0.0,0,12,0,463,475
QWEN2.5_QWEN25_FScot_noCTX_Leg,bare-got,0.9768421052631578,0.16666666666666666,0.14285714285714285,0.15384615384615385,1,5,6,463,475
QWEN2.5_QWEN25_FScot_noCTX_noLeg,zero-poss,0.941834451901566,0.0,0.0,0.0,0,21,5,421,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,zero-copula,0.8881431767337807,0.058823529411764705,0.1,0.07407407407407407,2,32,18,395,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,double-tense,0.9977628635346756,0.0,0.0,0.0,0,1,0,446,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,be-construction,0.9910514541387024,0.0,0.0,0.0,0,1,3,443,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,resultant-done,0.9932885906040269,0.25,1.0,0.4,1,3,0,443,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,finna,0.9865771812080537,0.0,0.0,0.0,0,6,0,441,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,multiple-neg,0.8322147651006712,0.12790697674418605,1.0,0.2268041237113402,11,75,0,361,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,neg-inversion,0.8523489932885906,0.014925373134328358,1.0,0.029411764705882353,1,66,0,380,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,n-inv-neg-concord,0.814317673378076,0.0,0.0,0.0,0,83,0,364,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,aint,0.9038031319910514,0.0851063829787234,1.0,0.1568627450980392,4,43,0,400,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,zero-3sg-pres-s,0.9217002237136466,0.1111111111111111,0.21428571428571427,0.14634146341463414,3,24,11,409,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,is-was-gen,0.9753914988814317,0.0,0.0,0.0,0,1,10,436,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,zero-pl-s,0.9932885906040269,0.0,0.0,0.0,0,3,0,444,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,existential-it,0.9865771812080537,0.0,0.0,0.0,0,0,6,441,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,demonstrative-them,0.9910514541387024,0.0,0.0,0.0,0,4,0,443,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,appositive-pleonastic-pronoun,0.9932885906040269,0.0,0.0,0.0,0,0,3,444,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,bin,0.9955257270693513,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1,443,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,verb-stem,0.29082774049217003,0.009375,1.0,0.018575851393188854,3,317,0,127,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,past-tense-swap,0.4608501118568233,0.004132231404958678,1.0,0.00823045267489712,1,241,0,205,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,preterite-had,0.9798657718120806,0.0,0.0,0.0,0,9,0,438,447
QWEN2.5_QWEN25_FScot_noCTX_noLeg,bare-got,0.9821029082774049,0.25,0.16666666666666666,0.2,1,3,5,438,447
QWEN2.5_QWEN25_ZS_CTX1t_Leg,zero-poss,0.7614314115308151,0.020833333333333332,0.5,0.04,5,235,5,761,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,zero-copula,0.6981132075471698,0.06164383561643835,0.375,0.10588235294117647,18,274,30,685,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,double-tense,0.9244532803180915,0.0,0.0,0.0,0,76,0,930,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,be-construction,0.841948310139165,0.0,0.0,0.0,0,155,4,847,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,resultant-done,0.9453280318091452,0.05172413793103448,1.0,0.09836065573770492,3,55,0,948,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,finna,0.9791252485089463,0.0,0.0,0.0,0,21,0,985,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,come,0.9791252485089463,0.0,0.0,0.0,0,21,0,985,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,double-modal,0.9900596421471173,0.0,0.0,0.0,0,10,0,996,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,multiple-neg,0.9105367793240556,0.16666666666666666,0.5,0.25,15,75,15,901,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,neg-inversion,0.9324055666003976,0.014492753623188406,1.0,0.02857142857142857,1,68,0,937,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,n-inv-neg-concord,0.9214711729622267,0.0,0.0,0.0,0,79,0,927,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,aint,0.9950298210735586,0.5833333333333334,1.0,0.7368421052631579,7,5,0,994,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,zero-3sg-pres-s,0.8817097415506958,0.06363636363636363,0.30434782608695654,0.10526315789473684,7,103,16,880,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,is-was-gen,0.9532803180914513,0.14285714285714285,0.14814814814814814,0.14545454545454545,4,24,23,955,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,zero-pl-s,0.9215491559086395,0.0,0.0,0.0,0,74,5,928,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,double-object,0.9940417080436942,0.25,0.25,0.25,1,3,3,1000,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,existential-it,0.9751737835153923,0.0,0.0,0.0,0,4,21,982,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,demonstrative-them,0.9771598808341608,0.043478260869565216,0.5,0.08,1,22,1,983,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,appositive-pleonastic-pronoun,0.9831181727904668,0.3333333333333333,0.0625,0.10526315789473684,1,2,15,989,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,bin,0.9592850049652433,0.1956521739130435,0.6923076923076923,0.3050847457627119,9,37,4,957,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,verb-stem,0.4001986097318769,0.029173419773095625,0.782608695652174,0.05625,18,599,5,385,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,past-tense-swap,0.9275074478649454,0.04477611940298507,0.25,0.0759493670886076,3,64,9,931,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,zero-rel-pronoun,0.9731876861966237,0.0,0.0,0.0,0,23,4,980,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,preterite-had,0.9364448857994042,0.07462686567164178,0.7142857142857143,0.13513513513513514,5,62,2,938,1008
QWEN2.5_QWEN25_ZS_CTX1t_Leg,bare-got,0.9473684210526315,0.25,0.7619047619047619,0.3764705882352941,16,48,5,938,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,zero-poss,0.8680555555555556,0.030534351145038167,0.4,0.05673758865248227,4,127,6,871,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,zero-copula,0.7966269841269841,0.05142857142857143,0.1875,0.08071748878923767,9,166,39,794,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,double-tense,0.9831349206349206,0.0,0.0,0.0,0,17,0,991,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,be-construction,0.9325396825396826,0.015151515151515152,0.25,0.02857142857142857,1,65,3,939,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,resultant-done,0.9851190476190477,0.125,0.6666666666666666,0.21052631578947367,2,14,1,991,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,finna,0.9930555555555556,0.0,0.0,0.0,0,7,0,1001,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,come,0.9920634920634921,0.0,0.0,0.0,0,8,0,1000,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,double-modal,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,multiple-neg,0.9484126984126984,0.28846153846153844,0.5,0.36585365853658536,15,37,15,941,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,neg-inversion,0.9563492063492064,0.0,0.0,0.0,0,43,1,964,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,n-inv-neg-concord,0.9533730158730159,0.0,0.0,0.0,0,47,0,961,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,zero-3sg-pres-s,0.9176587301587301,0.03125,0.08695652173913043,0.04597701149425287,2,62,21,923,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,is-was-gen,0.9662698412698413,0.1111111111111111,0.037037037037037035,0.05555555555555555,1,8,26,973,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,zero-pl-s,0.9474206349206349,0.0,0.0,0.0,0,48,5,955,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,double-object,0.996031746031746,0.0,0.0,0.0,0,0,4,1004,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,existential-it,0.9761904761904762,0.0,0.0,0.0,0,3,21,984,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,demonstrative-them,0.9831349206349206,0.10526315789473684,1.0,0.19047619047619047,2,17,0,989,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,appositive-pleonastic-pronoun,0.9811507936507936,0.0,0.0,0.0,0,3,16,989,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,bin,0.9771825396825397,0.2916666666666667,0.5384615384615384,0.3783783783783784,7,17,6,978,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,verb-stem,0.31646825396825395,0.022922636103151862,0.6956521739130435,0.044382801664355064,16,682,7,303,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,past-tense-swap,0.9623015873015873,0.03571428571428571,0.08333333333333333,0.05,1,27,11,969,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,zero-rel-pronoun,0.9662698412698413,0.03125,0.25,0.05555555555555555,1,31,3,973,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,preterite-had,0.9503968253968254,0.09433962264150944,0.7142857142857143,0.16666666666666666,5,48,2,953,1008
QWEN2.5_QWEN25_ZS_CTX1t_noLeg,bare-got,0.9593253968253969,0.32142857142857145,0.8571428571428571,0.4675324675324675,18,38,3,949,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,zero-poss,0.5840796019900497,0.014285714285714285,0.6,0.027906976744186046,6,414,4,581,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,zero-copula,0.5347912524850894,0.058823529411764705,0.5833333333333334,0.10687022900763359,28,448,20,510,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,double-tense,0.805168986083499,0.0,0.0,0.0,0,196,0,810,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,be-construction,0.6918489065606361,0.0,0.0,0.0,0,306,4,696,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,resultant-done,0.8747514910536779,0.023255813953488372,1.0,0.045454545454545456,3,126,0,877,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,finna,0.9552683896620279,0.0,0.0,0.0,0,45,0,961,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,come,0.9602385685884692,0.0,0.0,0.0,0,40,0,966,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,double-modal,0.9771371769383698,0.0,0.0,0.0,0,23,0,983,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,multiple-neg,0.8707753479125249,0.12686567164179105,0.5666666666666667,0.2073170731707317,17,117,13,859,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,neg-inversion,0.8836978131212724,0.0,0.0,0.0,0,116,1,889,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,n-inv-neg-concord,0.8757455268389662,0.0,0.0,0.0,0,125,0,881,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,aint,0.9920477137176938,0.4666666666666667,1.0,0.6363636363636364,7,8,0,991,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,zero-3sg-pres-s,0.7912524850894632,0.04390243902439024,0.391304347826087,0.07894736842105263,9,196,14,787,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,is-was-gen,0.9105367793240556,0.08,0.2222222222222222,0.11764705882352941,6,69,21,910,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,zero-pl-s,0.852882703777336,0.006896551724137931,0.2,0.013333333333333334,1,144,4,857,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,double-object,0.9930417495029821,0.0,0.0,0.0,0,3,4,999,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,existential-it,0.9731610337972167,0.0,0.0,0.0,0,6,21,979,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,demonstrative-them,0.9711729622266402,0.034482758620689655,0.5,0.06451612903225806,1,28,1,976,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,appositive-pleonastic-pronoun,0.9801192842942346,0.0,0.0,0.0,0,4,16,986,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,bin,0.9254473161033797,0.12195121951219512,0.7692307692307693,0.21052631578947367,10,72,3,921,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,verb-stem,0.341948310139165,0.02242152466367713,0.6521739130434783,0.04335260115606936,15,654,8,329,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,past-tense-swap,0.8359840954274353,0.018867924528301886,0.25,0.03508771929824561,3,156,9,838,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,zero-rel-pronoun,0.9771371769383698,0.047619047619047616,0.25,0.08,1,20,3,982,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,preterite-had,0.9194831013916501,0.06976744186046512,0.8571428571428571,0.12903225806451613,6,80,1,919,1008
QWEN2.5_QWEN25_ZS_CTX2t_Leg,bare-got,0.9592445328031809,0.3148148148148148,0.8095238095238095,0.4533333333333333,17,37,4,948,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,zero-poss,0.8303571428571429,0.029239766081871343,0.5,0.055248618784530384,5,166,5,832,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,zero-copula,0.7827380952380952,0.05235602094240838,0.20833333333333334,0.08368200836820083,10,181,38,779,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,double-tense,0.9811507936507936,0.0,0.0,0.0,0,19,0,989,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,be-construction,0.9285714285714286,0.014285714285714285,0.25,0.02702702702702703,1,69,3,935,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,resultant-done,0.9871031746031746,0.1875,1.0,0.3157894736842105,3,13,0,992,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,finna,0.9930555555555556,0.0,0.0,0.0,0,7,0,1001,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,come,0.9910714285714286,0.0,0.0,0.0,0,9,0,999,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,double-modal,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,multiple-neg,0.9454365079365079,0.2727272727272727,0.5,0.35294117647058826,15,40,15,938,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,neg-inversion,0.9603174603174603,0.0,0.0,0.0,0,39,1,968,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,n-inv-neg-concord,0.9583333333333334,0.0,0.0,0.0,0,42,0,966,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,aint,0.998015873015873,0.7777777777777778,1.0,0.875,7,2,0,999,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,zero-3sg-pres-s,0.9146825396825397,0.056338028169014086,0.17391304347826086,0.0851063829787234,4,67,19,918,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,is-was-gen,0.9692460317460317,0.3,0.1111111111111111,0.16216216216216217,3,7,24,974,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,zero-pl-s,0.9434523809523809,0.0,0.0,0.0,0,52,5,951,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,double-object,0.996031746031746,0.5,0.25,0.3333333333333333,1,1,3,1003,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,existential-it,0.9771825396825397,0.0,0.0,0.0,0,2,21,985,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,demonstrative-them,0.9920634920634921,0.125,0.5,0.2,1,7,1,999,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,appositive-pleonastic-pronoun,0.9791666666666666,0.0,0.0,0.0,0,5,16,987,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,bin,0.9751984126984127,0.3,0.6923076923076923,0.4186046511627907,9,21,4,974,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,verb-stem,0.4305555555555556,0.019197207678883072,0.4782608695652174,0.03691275167785235,11,562,12,423,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,past-tense-swap,0.9573412698412699,0.08108108108108109,0.25,0.12244897959183673,3,34,9,962,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,zero-rel-pronoun,0.9503968253968254,0.020833333333333332,0.25,0.038461538461538464,1,47,3,957,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,preterite-had,0.9494047619047619,0.09259259259259259,0.7142857142857143,0.16393442622950818,5,49,2,952,1008
QWEN2.5_QWEN25_ZS_CTX2t_noLeg,bare-got,0.9563492063492064,0.2830188679245283,0.7142857142857143,0.40540540540540543,15,38,6,949,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,zero-poss,0.9037698412698413,0.03225806451612903,0.3,0.05825242718446602,3,90,7,908,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,zero-copula,0.8363095238095238,0.046511627906976744,0.125,0.06779661016949153,6,123,42,837,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,double-tense,0.9781746031746031,0.0,0.0,0.0,0,22,0,986,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,be-construction,0.9245283018867925,0.0,0.0,0.0,0,72,4,931,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,resultant-done,0.9821251241310824,0.10526315789473684,0.6666666666666666,0.18181818181818182,2,17,1,987,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,finna,0.9940417080436942,0.0,0.0,0.0,0,6,0,1001,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,come,0.9940417080436942,0.0,0.0,0.0,0,6,0,1001,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,double-modal,0.9950347567030785,0.0,0.0,0.0,0,5,0,1002,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,multiple-neg,0.9414101290963257,0.29577464788732394,0.7,0.4158415841584158,21,50,9,927,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,neg-inversion,0.9374379344587885,0.015625,1.0,0.03076923076923077,1,63,0,943,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,n-inv-neg-concord,0.9364448857994042,0.0,0.0,0.0,0,64,0,943,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,aint,1.0,1.0,1.0,1.0,7,0,0,1000,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,zero-3sg-pres-s,0.9195630585898709,0.046875,0.13043478260869565,0.06896551724137931,3,61,20,923,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,is-was-gen,0.9533267130089375,0.0,0.0,0.0,0,20,27,960,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,zero-pl-s,0.9364448857994042,0.01639344262295082,0.2,0.030303030303030304,1,60,4,942,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,double-object,0.9960278053624627,0.0,0.0,0.0,0,0,4,1003,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,existential-it,0.9721946375372393,0.0,0.0,0.0,0,7,21,979,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,demonstrative-them,0.9781529294935452,0.0,0.0,0.0,0,20,2,985,1008
