filename	utterance	1-zero-poss	3-zero-copula	4-double-tense	5-be-construction	5-resultant-done	6-finna	6-come	6-double-modal	7-multiple-neg	7-neg-inversion	7-n-inv-neg-concord	7-aint	8-zero-3sg-pres-s	8-is-was-gen	9-zero-pl-s	10-double-object	11-wh-qu
FullTest_Final.txt	And- and trying to get to the point where she's comfortable talking about anything, including boys.	1.3226808732724749e-06	4.474245542951394e-06	2.736992655627546e-06	2.3490517833124613e-06	2.83555050373252e-06	5.372091891331365e-06	1.691322609076451e-06	2.824824377967161e-06	5.566790605371352e-06	1.4058744000067236e-06	2.424994590910501e-06	3.5351251881365897e-06	3.1045694868225837e-06	3.4743527521641226e-06	2.588717052276479e-06	1.7116527715188568e-06	3.761204652619199e-06
FullTest_Final.txt	I might not wanna hear it, I mean, but hey.	1.2663065263041062e-06	2.49950335273752e-06	1.942221615536255e-06	3.450097665336216e-06	1.780234242687584e-06	3.708388248924166e-06	1.8951324136651237e-06	3.6248347896616906e-05	9.953965673048515e-06	1.634821046536672e-06	3.7255306324368576e-06	3.3093817819462856e-06	2.5769011244847206e-06	2.135121349056135e-06	8.227028956753202e-06	3.705588369484758e-06	2.150359705410665e-06
FullTest_Final.txt	It comes with the territory, though.	1.5514191318288795e-06	1.119705075325328e-06	2.69876159109117e-06	2.773994765448151e-06	3.1847819172980962e-06	2.1523867417272413e-06	2.647444034664659e-06	1.432902990927687e-06	1.4672870747745037e-05	2.0460392988752574e-06	3.102074515481945e-06	2.8795807338610757e-06	2.78648280982452e-06	3.8271887206065e-06	6.35437299933983e-06	2.7041435259889113e-06	1.8504832723920117e-06
FullTest_Final.txt	Where, I don't know yet, but she does.	1.3541325643018354e-06	2.920428642028128e-06	1.718273324513575e-06	2.139842536053038e-06	3.449061523497221e-06	3.7849206364626298e-06	1.7799727629608242e-06	5.462296940095257e-06	6.639709226874402e-06	1.5674837641199701e-06	2.1357243440434104e-06	3.7619040540448623e-06	4.377504410513211e-06	2.732178245423711e-06	5.1446240831865e-06	2.4371686322410824e-06	1.8564613810667652e-06
FullTest_Final.txt	I mean initially when I aksed her she wasn't really- Cause she in the tenth grade now.	1.343177973467391e-05	0.9993932247161865	1.888108999992255e-05	2.0422148736543022e-05	3.451650627539493e-05	3.5676963307196274e-05	1.2175548363302369e-05	1.4381831533682998e-05	4.14974128943868e-05	1.2518577932496555e-05	9.738724656926934e-06	2.229203346360009e-05	1.2696579688054044e-05	4.0844883187673986e-05	2.1823694623890333e-05	2.182073876610957e-05	5.1771403377642855e-05
FullTest_Final.txt	She wasn't really I guess that enthused about it cause I guess in her mind she was like, I'm- I'm only in ninth grade, why is he asking me about college?	1.1414103937568143e-06	1.5970146023391862e-06	6.930934887350304e-06	2.1186290268815355e-06	5.412227437773254e-06	5.2731074902112596e-06	1.7035412156474194e-06	2.0002539713459555e-06	4.943939075019443e-06	2.295855665579438e-06	1.4449789205173147e-06	7.146370080590714e-06	5.18422211825964e-06	0.00012520659947767854	4.268407792551443e-06	2.31783565141086e-06	1.63405570674513e-06
FullTest_Final.txt	And I used to aks her all the time, now when I aksed her, she was like, I'm going but I just don't know where I'm gonna go yet.	1.3732627621720894e-06	9.629945907363435e-07	1.2787584637408145e-05	1.7035656583175296e-06	5.806580702483188e-06	5.5720806813042145e-06	2.3698453333054204e-06	4.2712254071375355e-06	5.65559821552597e-06	1.0805936199176358e-06	3.3852325032057706e-06	1.8299680277777952e-06	7.240385912155034e-06	2.5201807147823274e-05	3.584804289857857e-06	3.258366632508114e-05	1.7086648540498572e-06
FullTest_Final.txt	Whereas though like a year or two years ago, she was like, college, Can I get through the eighth grade- eighth grade first?	2.0064308046130463e-06	6.329031748464331e-06	3.308535951873637e-06	2.2297679151961347e-06	2.6955283374263672e-06	3.96153063775273e-06	1.8849160596801084e-06	2.217096152890008e-06	7.019471468083793e-06	2.0278780539229047e-06	1.3061035133432597e-06	2.264952627228922e-06	3.002170160470996e-06	4.152989731665002e-06	4.2780907278938685e-06	1.1363425755916978e-06	2.975888037326513e-06
FullTest_Final.txt	Yeah, so, I mean, if she- she knows that I want her to go, I- I think she wants to go, too.	2.560125540185254e-05	8.165568033291493e-06	5.7789152378973085e-06	2.4454580852761865e-05	1.721619992167689e-05	2.6181900466326624e-05	5.6169242270698305e-06	2.1048110284027644e-05	2.4676408429513685e-05	9.07247704162728e-06	1.6869113096618094e-05	1.9439656171016395e-05	2.6732343030744232e-05	1.718870407785289e-05	1.1462425391073339e-05	0.673731803894043	1.637003879295662e-05
FullTest_Final.txt	Uh, RD-NAME-2 this was never initially on my career path leaving college and in high school.	5.677083663613303e-06	1.2648107258428354e-05	1.145167630056676e-06	2.8512240533018485e-06	1.2917527101308224e-06	3.970657417085022e-06	1.4557468830389553e-06	1.0680297464205069e-06	1.4784693121328019e-05	1.6870021681825165e-06	2.4666308036103146e-06	2.1484408989635995e-06	4.1588359636079986e-06	4.95619769935729e-06	5.381429673434468e-06	1.1029198958567576e-06	1.4903441751812352e-06
FullTest_Final.txt	I mean, cause I could draw, really really good, and I wanted to be like a artist, engineer, or I be on TV playing sports.	1.305035584664438e-05	1.1534996701811906e-05	1.1506353985168971e-05	0.8090923428535461	8.356400940101594e-06	2.203506119258236e-05	4.8073334255605005e-06	1.0215888323727995e-05	4.43302487838082e-05	1.2163536666776054e-05	2.11685892281821e-05	1.3741190741711762e-05	1.797552795324009e-05	1.3814850717608351e-05	1.0947494047286455e-05	1.4287983503891155e-05	8.43618454382522e-06
FullTest_Final.txt	Safety- And the reason I- um, I got into it because when I was in school, I started doing security part time for RD-WORK-5.	1.2235179838171462e-06	3.2903740248002578e-06	6.141602170828264e-06	1.8413294355923426e-06	2.021108912231284e-06	5.283054179017199e-06	3.0289613732747966e-06	1.0867696573768626e-06	7.527042271249229e-06	1.7099526985475677e-06	3.128351863779244e-06	1.7223650274900137e-06	5.629800853057532e-06	2.9012277082074434e-05	3.959245532314526e-06	5.628281087410869e-06	0.00036372148315422237
FullTest_Final.txt	Um, initially, I mean, I- I di- I'm not gonna say I was a expert, but he- the guy I was working for thought I was.	1.2674869367401698e-06	1.3468878705680254e-06	1.9626625089586014e-06	1.773567760210426e-06	4.595575319399359e-06	8.607742529420648e-06	1.4837172557236045e-06	2.2717431420460343e-06	7.176283361332025e-06	1.9347160105098737e-06	1.4776875332245254e-06	3.242817456339253e-06	4.779097253049258e-06	1.7330139598925598e-05	7.259572612383636e-06	3.460929519860656e-06	4.803154297405854e-06
FullTest_Final.txt	I mean, because I was making decisions on my own.	9.914970178215299e-07	2.0705522274511168e-06	4.151976099819876e-06	2.4863941234798403e-06	2.5631268272263696e-06	2.6312995942134876e-06	1.6868895045263343e-06	2.0334186956461053e-06	8.417267054028343e-06	1.6546661072425195e-06	3.075477934544324e-06	3.044388222406269e-06	2.5900258151523303e-06	3.472941671134322e-06	2.269337528559845e-06	4.185039415460778e-06	2.649666839715792e-06
FullTest_Final.txt	That's w- how security p- pretty much is.	1.986249662877526e-05	9.196575774694793e-06	1.6067431715782732e-05	1.2106298527214676e-05	1.2701848390861414e-05	2.4669114282005467e-05	8.504101970174816e-06	1.3004796528548468e-05	2.095377931254916e-05	1.8654433006304316e-05	9.611268978915177e-06	1.7033826225087978e-05	2.9247428756207228e-05	0.007940071634948254	7.801016909070313e-05	1.0627803931129165e-05	0.9559462666511536
FullTest_Final.txt	They put you in a position where you can't make personal decisions because your personal decisions don't matter.	1.95194807020016e-05	2.5659133825683966e-05	2.9928431104053743e-05	2.361316182941664e-05	1.4709999959450215e-05	4.3145304516656324e-05	9.454847713641357e-06	7.618876679771347e-06	2.7556339773582295e-05	7.812422154529486e-06	3.0397284717764705e-05	1.785373387974687e-05	1.0224036486761179e-05	5.872836845810525e-05	5.5354685173369944e-05	0.924213171005249	2.0960414985893294e-05
FullTest_Final.txt	Every decision you make, you gotta be, how would it benefit the organization I'm working for?	1.195065692627395e-06	7.937500413390808e-06	9.935481557477033e-07	4.497732788877329e-06	5.379110461944947e-06	2.3187619717646157e-06	2.1238220142549835e-06	1.3493524875229923e-06	6.674569704046007e-06	1.2169360843472532e-06	2.4199005110858707e-06	1.4687394696011324e-06	1.3592622053693049e-05	6.105774446041323e-06	2.929664560724632e-06	3.1981828669813694e-06	0.00010049143747892231
FullTest_Final.txt	I mean, sometimes, you might not agree with it.	8.314178217005974e-07	1.7727493286656681e-06	2.373805955357966e-06	2.9589762107207207e-06	2.0520756152109243e-06	4.293540314392885e-06	2.5438307602598798e-06	2.302393659192603e-05	2.8631357054109685e-05	1.347996771983162e-06	3.028551191164297e-06	1.9728577171918005e-06	1.784606297405844e-06	1.7393667803844437e-06	6.567319360328838e-06	2.9354930575209437e-06	3.100687308688066e-06
FullTest_Final.txt	But how you feel don't matter at the time because you gotta figure the decisions you make is gonna affect other people and the business.	1.1350362910889089e-05	3.6342557905300055e-06	2.421779754513409e-06	3.91869070881512e-06	1.7579173800186254e-05	1.9502880604704842e-05	4.47410502601997e-06	1.7782214854378253e-05	6.120822035882156e-06	8.936473818721424e-07	3.3170472306665033e-06	7.738633939879946e-06	1.6886770026758313e-05	6.0070844483561814e-05	9.444142051506788e-06	3.4668626085476717e-06	0.045809995383024216
FullTest_Final.txt	So whatever guidelines the organization has those what you gotta follow.	8.298287139041349e-05	0.9389427900314331	1.837591662479099e-05	2.3791684725438245e-05	3.513944102451205e-05	2.861203029169701e-05	1.6685151422279887e-05	3.387339893379249e-05	2.9548074962804094e-05	1.8366086806054227e-05	2.5204499252140522e-05	1.5128354789339937e-05	5.8571324188960716e-05	0.00014145085879135877	7.341001037275419e-05	1.4729623217135668e-05	0.9932882189750671
FullTest_Final.txt	So I started doing security there.	2.8699384984065546e-06	2.123054400726687e-06	4.3300756260578055e-06	2.9128100322850514e-06	2.9465463740052655e-06	4.002982223028084e-06	0.00014333732542581856	2.0486986613832414e-06	3.694628276207368e-06	3.483802174741868e-06	1.46837533065991e-06	1.1611616173468065e-05	1.975721488634008e-06	5.107144261273788e-06	4.1394982872589026e-06	7.942559022922069e-06	7.039892352622701e-06
FullTest_Final.txt	Um, St- I'm not gonna lie, I started to like it a little bit.	9.975052535082796e-07	1.6801222955109552e-06	4.62633488496067e-06	1.4767732636755682e-06	3.130751565549872e-06	4.567390078591416e-06	1.290921431973402e-06	2.365967930018087e-06	8.689461537869647e-06	1.4721273373652366e-06	2.432202109048376e-06	5.480136223923182e-06	3.8076932469266467e-06	7.911655302450527e-06	6.197356015036348e-06	8.626899216324091e-06	2.420216787868412e-06
FullTest_Final.txt	I mean, cause I- when I first started doing security, security was looked at the guy with the mean face standing in CVS telling everybody what to- what to do and being mean to people.	1.7465724795329152e-06	2.6204538698948454e-06	5.812619747302961e-06	5.259346380626084e-06	1.7393982716384926e-06	2.5990545964305056e-06	9.709912774269469e-06	1.0445920679558185e-06	6.717136329825735e-06	2.4067678623396205e-06	2.7703383693733485e-06	1.280521132684953e-06	1.8199293663201388e-06	2.8397716960171238e-05	2.7000642148777843e-06	2.4081800802377984e-06	5.547547516471241e-06
FullTest_Final.txt	That quickly changed when I left there And I started doing security for RD-WORK-3, RD-WORK-5.	1.1909336308235652e-06	7.923364933049015e-07	2.5604863367334474e-06	3.260045559727587e-06	2.610026058391668e-06	2.861872872017557e-06	5.751458047598135e-06	1.2500543107307749e-06	1.0785102858790196e-05	2.6503669232624816e-06	2.2923945834918413e-06	5.209537448536139e-06	5.53138806935749e-06	5.686250915459823e-06	9.217403203365393e-06	4.7379012357851025e-06	1.90013088285923e-06
FullTest_Final.txt	Because, you know, at a hotel, they preach like it's in the Bible, hospitality.	1.2160335245425813e-06	6.342125288938405e-06	3.067250190724735e-06	4.128979071538197e-06	1.1101294603577117e-06	3.880460553773446e-06	1.7261355651498889e-06	2.8929885047546122e-06	4.668038400268415e-06	1.1815958487204625e-06	2.296595766893006e-06	1.79379821929615e-06	1.4256338545237668e-05	6.935787951078964e-06	2.099380935760564e-06	2.6300904210074805e-06	2.415353947071708e-06
FullTest_Final.txt	Every day, I mean, it's- and I- I didn't really see security and like hospitality like, connecting together until I started working in the hotel world because, of course, you gotta, you know, provide a p- uh, secure presence by standing in the lobby, at the same time you gotta be hospitable, too.	4.616841124516213e-06	2.7236089863436064e-06	3.6520791582006495e-06	1.909470847749617e-05	2.8934518923051655e-06	4.272081241651904e-06	1.7444633613195037e-06	6.909986495884368e-06	1.2699498256552033e-05	1.8702903616940603e-06	3.1486270017921925e-06	3.8103885344753508e-06	5.817233613925055e-06	1.87241912499303e-05	6.868110176583286e-06	2.8578119781741407e-06	4.713479484053096e-06
FullTest_Final.txt	A guest walk past, how you doing?	5.666541983373463e-05	0.9993903636932373	6.892292731208727e-05	0.00011708781676134095	0.00010447989188833162	0.00012012524530291557	0.00010806397767737508	8.33937810966745e-05	8.04086375865154e-05	6.216906331246719e-05	5.965742457192391e-05	4.2861272959271446e-05	0.0002440344833303243	0.00011458277003839612	0.00015042434097267687	6.021853187121451e-05	0.9960523843765259
FullTest_Final.txt	Can I help you with anything?	2.780133627311443e-06	2.5157173695333768e-06	3.2020986964198528e-06	4.2491724343562964e-06	2.3470768155675614e-06	2.485988716216525e-06	2.6776604045153363e-06	9.52111713559134e-06	2.7379244329495123e-06	3.7261097531882115e-06	1.3511397582988138e-06	2.547129952290561e-06	2.110566583723994e-06	2.9842065032426035e-06	3.340411694807699e-06	1.694339152891189e-05	4.0544773582951166e-06
FullTest_Final.txt	And I think that's learned behavior because if you- you- growing up, I mean, everybody don't have that personality.	1.4196643860486802e-05	0.8594315648078918	2.474599341439898e-06	3.975075287598884e-06	5.180742846278008e-06	9.911709639709443e-06	1.5255704056471586e-05	5.978812168905279e-06	2.5392537281732075e-05	2.582510433057905e-06	8.547764082322828e-06	2.2229608021007152e-06	3.0804153539065737e-06	0.00012090923701180145	1.0055244274553843e-05	5.570263510890072e-06	0.00021054652461316437
FullTest_Final.txt	You don't.	1.0020179388448014e-06	1.449431351829844e-06	1.5038991705296212e-06	3.1178528843156528e-06	3.924955763068283e-06	2.7604960450844374e-06	1.4545867088600062e-06	3.0294033876998583e-06	1.9899942344636656e-05	1.3512685654859524e-06	2.532584630898782e-06	3.561812036423362e-06	2.5706103770062327e-06	2.7002495244232705e-06	8.117352081171703e-06	6.472610493801767e-06	3.031776259376784e-06
FullTest_Final.txt	I mean, cause I was- I was a person- I used to laugh and joke, but was I open to like, having conversations with people at a younger age?	1.3661490356753347e-06	7.706206588409259e-07	4.0062818698061164e-06	4.8377378334407695e-06	4.0914910641731694e-06	6.685916105197975e-06	1.000843212750624e-06	2.6076077119796537e-06	8.571812941227108e-06	2.8803415261791088e-06	3.1619026685802964e-06	3.4023114494630136e-06	1.183236872748239e-05	0.0009428805205971003	2.9148470730433473e-06	1.3814402336720377e-05	1.907496880448889e-06
FullTest_Final.txt	No I wasn't.	2.452545231790282e-06	3.7112329209776362e-06	2.4272135306091513e-06	1.5365004628620227e-06	3.4179022350144805e-06	2.082209448417416e-06	1.5828601362954942e-06	1.7017064237734303e-06	9.586215128365438e-06	1.8604155229695607e-06	1.8992195691680536e-06	2.956079470095574e-06	1.9679962406371487e-06	3.883292265527416e-06	1.8527771317167208e-06	2.1920732251601294e-06	3.9549172470287886e-06
FullTest_Final.txt	But when I started working in a hotel, and I saw that everybody talk to everybody.	3.94152402805048e-06	9.407248580828309e-05	2.562994723120937e-06	1.3460246918839402e-05	3.503673497107229e-06	1.4838149127172073e-06	2.8963871955056675e-05	1.3381395547185093e-06	7.059766176098492e-06	2.091730721076601e-06	4.289873231755337e-06	2.8141123493696796e-06	0.0017510851612314582	6.288174972723937e-06	1.8815861722032423e-06	2.3566360596305458e-06	4.399938006827142e-06
FullTest_Final.txt	Guests'll come up to you and hold a conversation with you for a hour if they could, about their day, their kids, um, things that's going on in the area.	3.0340697776409797e-06	8.582214263697097e-07	5.198331109568244e-06	5.268031145533314e-06	1.8968971744470764e-06	4.1305388549517374e-06	1.5273316193997744e-06	5.1022925617871806e-05	3.4573834000184434e-06	1.782548110895732e-06	3.614105708038551e-06	7.183959496614989e-06	4.752799213747494e-06	0.0006213646847754717	1.077313663699897e-05	2.9912728223280283e-06	2.9738198463746812e-06
FullTest_Final.txt	I started to like it.	2.3683926428930135e-06	2.0528800632746425e-06	5.355845132726245e-06	2.836451130860951e-06	2.9834893666702555e-06	3.926674253307283e-06	4.31148737334297e-06	2.2363824427884538e-06	2.156964910682291e-06	1.468121809011791e-06	2.2720378183294088e-06	2.524764113331912e-06	4.021425411337987e-06	2.2474532670457847e-06	2.9207599254732486e-06	1.3606928405351937e-05	4.405186246003723e-06
FullTest_Final.txt	So the more I start to like it, I switched from part time to full time.	2.272436631756136e-06	4.415827788761817e-06	4.985760824638419e-06	4.139691554883029e-06	2.1032485619798535e-06	8.810767212708015e-06	2.2340759642247576e-06	7.734176961093908e-07	3.3930252811842365e-06	1.357755877506861e-06	2.4302894416905474e-06	3.142477453366155e-06	6.407991349988151e-06	2.6125312615477014e-06	1.2581915143528022e-05	6.067753474781057e-06	1.2000176639048732e-06
FullTest_Final.txt	And within- within like, two years I was promoted to like a, uh, lead officer or something like that.	1.1626713103396469e-06	6.260960162762785e-06	6.434949227696052e-06	5.12282713316381e-06	1.7927395674632862e-06	1.4128207112662494e-05	1.7825718714448158e-06	3.4468057492631488e-06	4.083219209860545e-06	1.5466209788428387e-06	1.5532400539086666e-06	2.724552132349345e-06	3.1409254006575793e-06	3.7082186281622853e-06	6.654980552411871e-06	1.8982580058946041e-06	2.971319418065832e-06
FullTest_Final.txt	And then, as the lead officer I took on more responsibilities.	1.5867958609305788e-06	4.792832623934373e-05	3.3544740745128365e-06	4.1622206481406465e-06	1.7245231447304832e-06	6.511981609946815e-06	2.164465513487812e-06	1.0596404536045156e-06	3.0180387966538547e-06	9.351001040158735e-07	1.6124897683766903e-06	1.2068741170878639e-06	3.888699666276807e-06	5.338817572919652e-06	1.2048408279952127e-06	1.422786908733542e-06	4.339563474786701e-06
FullTest_Final.txt	Um, I'm good at writing reports.	1.889891109385644e-06	2.0727788978547323e-06	3.026377044079709e-06	2.848622898454778e-06	3.250428108003689e-06	2.8044430564477807e-06	4.261692083673552e-06	2.4222047159128124e-06	6.022635716362856e-06	1.9939689082093537e-06	2.3852478534536203e-06	1.6883685702850926e-06	1.8199363012172398e-06	3.83184124075342e-06	3.03492652165005e-06	2.9830855510226684e-06	2.8386189114826266e-06
FullTest_Final.txt	And I think initially that's what got me, um, promoted because it was a instance where my supervisor I guess she was older she was inclined to technology.	7.872688456700416e-07	1.7419065443391446e-06	5.79679863221827e-06	2.4751375349296723e-06	2.2903643639438087e-06	5.871565463166917e-06	4.7210546654241625e-06	2.3602437977388036e-06	6.822336217737757e-06	2.504581061657518e-06	3.534494908308261e-06	1.2481043540901737e-06	4.611195436154958e-06	8.671100658830255e-06	7.585324510728242e-06	0.0002199185692006722	5.087723820906831e-06
FullTest_Final.txt	I used to do her reports.	1.569208393448207e-06	1.4959096915845294e-05	2.476237796145142e-06	2.448509121677489e-06	4.378009634820046e-06	7.1736353675078135e-06	3.797198587562889e-06	1.655221694818465e-06	2.5360336621815804e-06	1.3989983926876448e-06	1.3460352192851133e-06	2.445648078719387e-06	4.964088020642521e-06	2.523478542570956e-06	2.009895297305775e-06	3.971346814068966e-06	1.860933593889058e-06
FullTest_Final.txt	And I think my director found out that I was cause he knew she wasn't that good.	8.072661330515984e-07	1.6266500324491062e-06	2.3924606011860305e-06	2.0262716589058982e-06	2.757864649538533e-06	1.4854239452688489e-05	2.3935126591823064e-06	2.9164514216972748e-06	7.691207429161295e-06	1.3146776609573863e-06	2.6694096959545277e-06	2.6527311547397403e-06	6.0619754549406935e-06	1.1245591849728953e-05	6.087913334340556e-06	3.578976702556247e-06	1.8064590676658554e-06
FullTest_Final.txt	So he was looking at some of the reports and he was like, man no way in hell she wrote this.	4.708609594672453e-06	1.3785981991532026e-06	3.759866785912891e-06	5.480434083438013e-06	4.4903054003953e-06	1.25577287235501e-06	4.492678272072226e-06	2.590406211311347e-06	0.3297632038593292	0.0001028475962812081	1.9983675883850083e-05	7.024373644526349e-06	2.9544955850724364e-06	2.5218860173481517e-06	1.31728174892487e-05	1.3426340501609957e-06	2.529806351958541e-06
FullTest_Final.txt	It sure enough wasn't.	2.153166860807687e-06	1.4998659025877714e-06	8.975353011919651e-06	4.9080431381298695e-06	4.6038794607738964e-06	4.059290404256899e-06	1.5096239849299309e-06	3.8286816561594605e-06	2.7357653380022384e-05	3.3807093586801784e-06	4.842875569011085e-06	1.1313209142826963e-05	8.698714736965485e-06	0.04977559298276901	1.1269812603131868e-05	9.916465387505013e-06	1.5072820360728656e-06
FullTest_Final.txt	And then he saw a report that I did and saw they were similar.	1.362042212349479e-06	2.010696562138037e-06	4.109322162548779e-06	3.5504747302184114e-06	3.622027861638344e-06	2.3928987502586097e-06	1.592745093148551e-06	3.6271992485126248e-06	4.936904588248581e-06	2.270842060170253e-06	1.3294276186570642e-06	1.3634132756124018e-06	3.199363618477946e-06	3.759924311452778e-06	3.630244464147836e-06	4.782694759342121e-06	2.8459130589908455e-06
FullTest_Final.txt	He never came- I know that's what it was, he never came out and said it.	1.0088862836710177e-05	1.4154704786051298e-06	1.196307857753709e-05	6.093082902225433e-06	1.1410640581743792e-05	9.995888831326738e-06	3.7119336866453523e-06	3.1876625143922865e-06	0.0006399725680239499	7.655688023078255e-06	1.2295641681703273e-05	8.537531357433181e-06	2.2903730496182106e-05	0.0022732724901288748	1.8172713680542074e-05	1.0290652426192537e-05	0.6419481039047241
FullTest_Final.txt	Until one time she did a report, well, she was supposed to do it, I helped her do it.	8.818457899906207e-06	2.9912330319348257e-06	1.6913929357542656e-05	4.49603021479561e-06	9.844072337727994e-06	8.322600479004905e-06	2.6465049813850783e-06	7.767174793116283e-06	8.529458682460245e-06	3.1733823107060743e-06	3.977168489655014e-06	5.0900484893645626e-06	3.8423630030592903e-05	5.071369741926901e-06	0.007041372358798981	1.0945479516522028e-05	8.784143687989854e-07
FullTest_Final.txt	And he saw her and he was like, good job on the report you did yesterday.	9.022647304846032e-07	1.9765825527429115e-06	2.368058403590112e-06	2.1583066427410813e-06	5.7910356190404855e-06	2.1087196273583686e-06	3.286880200903397e-06	2.932473762484733e-06	8.259094101958908e-06	1.82547796612198e-06	1.1344887980158092e-06	1.648897523409687e-06	3.229152298445115e-06	6.154612947284477e-06	7.4998924901592545e-06	3.940982423955575e-06	2.057990286630229e-06
FullTest_Final.txt	I'm saying to myself, I didn't do no report yesterday.	1.5614885342074558e-05	2.4561812097090296e-05	2.527145807107445e-05	2.446832149871625e-05	4.381251346785575e-05	3.8278249121503904e-05	2.6944158889818937e-05	1.7914999261847697e-05	0.9998618364334106	0.0007629665778949857	1.694846650934778e-05	8.433996117673814e-05	3.167083559674211e-05	3.28057176375296e-05	4.111018279218115e-05	3.111912155873142e-05	2.002112341870088e-05
FullTest_Final.txt	Then I got to thinking, oh damn, he know.	2.0175000372546492e-06	3.65793516721169e-06	2.5420629299333086e-06	5.881966899323743e-06	2.2523261122842086e-06	2.7328899250278482e-06	2.248044893349288e-06	2.593125145722297e-06	6.501283678517211e-06	1.8636544609762495e-06	2.573858182586264e-06	4.647959485737374e-06	6.491173735412303e-06	2.9448299301293446e-06	2.6611842258716933e-06	1.7452454130761907e-06	1.0757404425021377e-06
FullTest_Final.txt	But I think- And after that I was- Cause m- m- I- I can say RD-WORK-3 was like, one of the best jobs I ever had.	1.4621248283219757e-06	1.5952230114635313e-06	2.9322027330636047e-06	3.025690148206195e-06	6.0216134443180636e-06	5.259165845927782e-06	1.1750197472792934e-06	2.2222611733013764e-06	5.213602889853064e-06	1.5295150888050557e-06	1.6231107338171569e-06	4.3114546315337066e-06	5.283416612655856e-06	1.1433232430135831e-05	7.347912742261542e-06	3.169377805534168e-06	3.136782424917328e-06
FullTest_Final.txt	I mean, because I got to meet like a lot of, um- Let me answer this real quick.	2.837812189682154e-06	1.2091020380466944e-06	2.4571315861976473e-06	8.610936674813274e-06	2.6530601644481067e-06	2.886501079046866e-06	1.9757665086217457e-06	2.9223424462543335e-06	5.187416263652267e-06	1.701196879366762e-06	2.1230464426480466e-06	2.61281775237876e-06	4.112623173568863e-06	4.067245754413307e-06	2.6639215775503544e-06	2.283065259689465e-05	4.916874331684085e-06
FullTest_Final.txt	Yeah, he found out about the report and, um, he told me good job.	8.620201015219209e-07	1.2566150644488516e-06	2.3992627120605903e-06	2.9759191875200486e-06	4.950217316945782e-06	5.334511570254108e-06	2.290381871716818e-06	1.967367552424548e-06	6.477865554188611e-06	1.8743543250820949e-06	1.7980303255171748e-06	3.308848363303696e-06	5.492866876011249e-06	6.328736162686255e-06	1.1685322533594444e-05	1.0525868674449157e-05	2.056775883829687e-06
FullTest_Final.txt	Of course, when he first initially told me I didn't know what he was talking about, and then it dawned on me, dang, he knows.	9.071317208508844e-07	3.722128667504876e-06	3.2267234928440303e-06	2.0090865291422233e-06	7.956842637213413e-06	5.96455174672883e-06	7.772301614750177e-06	2.2757353690394666e-06	3.2946538794931257e-06	4.298833573557204e-06	1.2432550420271582e-06	2.2217866444407264e-06	4.316877493693028e-06	2.327299262105953e-05	6.908774139446905e-06	3.6244052807887783e-06	0.0005336389294825494
FullTest_Final.txt	But after a while, I- I guess the performance- um, my performance, uh, he took a liking to.	1.2052155398123432e-06	9.038485586643219e-06	3.413185595491086e-06	1.7869633666123264e-06	3.6958756481908495e-06	2.640623506522388e-06	1.5334220506701968e-06	1.3238039855423267e-06	3.521648977766745e-06	9.413212751496758e-07	1.7077460370273911e-06	2.487328629285912e-06	4.721207915281411e-06	6.419196779461345e-06	1.333941054326715e-05	4.271995294402586e-06	3.2056550480774604e-06
FullTest_Final.txt	And then when the assistant director left, he aksed me to apply to for the position as assistant director.	8.036420240387088e-07	6.0764705267502e-07	4.885431280854391e-06	3.8851485442137346e-06	3.040323235836695e-06	6.233311523828888e-06	4.016304956167005e-06	8.911053555493709e-06	1.1641086530289613e-05	1.7837878658610862e-06	7.481697139155585e-06	4.3557065509958193e-07	7.300590368686244e-06	1.5641446225345135e-05	5.229553153185407e-06	3.9341688534477726e-05	3.7547827105299802e-06
FullTest_Final.txt	I didn't really wanna do it, I mean, because I was like, man I- cause I- I- I didn't even plan on being there that long.	1.5588553878842504e-06	1.3628412034449866e-06	5.8058553804585245e-06	2.6790728497871896e-06	3.9571204979438335e-06	3.183810122209252e-06	1.1509869182191323e-06	3.306779035483487e-06	6.76986428516102e-06	1.4553984328813385e-06	2.1836935957253445e-06	3.37254596161074e-06	4.915115823678207e-06	4.824455118068727e-06	3.523523446347099e-06	4.045427886012476e-06	2.997884166688891e-06
FullTest_Final.txt	Being at RD-WORK-3 was like a stepping stone- stone for me going on to something else.	7.275548341567628e-06	1.1819576002380927e-06	2.606155703688273e-06	2.8790177566406783e-06	2.0899719856970478e-06	2.3525087726739002e-06	2.065048420263338e-06	2.298500021424843e-06	3.966199528804282e-06	1.6770710544733447e-06	2.8799900064768735e-06	2.11261658478179e-06	4.561017703963444e-06	1.7051379472832195e-05	4.0405388972430956e-06	1.4519946489599533e-05	3.2449829632241745e-06
FullTest_Final.txt	But I was- this was like the third year I was there.	1.5453603054993437e-06	5.3470262173505034e-06	3.5111193028569687e-06	2.57868850894738e-06	2.378134013270028e-06	2.2215640456124675e-06	1.4620900401496328e-06	2.243637254650821e-06	8.785418685874902e-06	1.5671788560212008e-06	5.822567345603602e-06	1.676193278399296e-06	5.555960797209991e-06	6.974514690227807e-05	0.00032330513931810856	3.696665316965664e-06	3.035586360056186e-06
