model,feature,accuracy,precision,recall,f1,TP,FP,FN,TN,n_sentences
GPT41_FScot_CTX2t_noLeg,bare-got,0.9910714285714286,0.8666666666666667,0.65,0.7428571428571429,13,2,7,986,1008
GPT41_FScot_noCTX_Leg,zero-poss,0.9940417080436942,0.6666666666666666,0.8,0.7272727272727273,8,4,2,993,1008
GPT41_FScot_noCTX_Leg,zero-copula,0.9652432969215492,0.6140350877192983,0.7291666666666666,0.6666666666666666,35,22,13,937,1008
GPT41_FScot_noCTX_Leg,double-tense,0.9990069513406157,0.0,0.0,0.0,0,1,0,1006,1008
GPT41_FScot_noCTX_Leg,be-construction,0.9980139026812314,0.75,0.75,0.75,3,1,1,1002,1008
GPT41_FScot_noCTX_Leg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,1004,1008
GPT41_FScot_noCTX_Leg,come,0.9990069513406157,0.0,0.0,0.0,0,1,0,1006,1008
GPT41_FScot_noCTX_Leg,multiple-neg,0.9920556107249255,0.8235294117647058,0.9333333333333333,0.875,28,6,2,971,1008
GPT41_FScot_noCTX_Leg,neg-inversion,0.997020854021847,0.25,1.0,0.4,1,3,0,1003,1008
GPT41_FScot_noCTX_Leg,aint,1.0,1.0,1.0,1.0,7,0,0,1000,1008
GPT41_FScot_noCTX_Leg,zero-3sg-pres-s,0.9811320754716981,0.55,0.9565217391304348,0.6984126984126984,22,18,1,966,1008
GPT41_FScot_noCTX_Leg,is-was-gen,0.9890764647467726,0.7666666666666667,0.8518518518518519,0.8070175438596491,23,7,4,973,1008
GPT41_FScot_noCTX_Leg,zero-pl-s,0.9990069513406157,0.8,1.0,0.8888888888888888,4,1,0,1002,1008
GPT41_FScot_noCTX_Leg,double-object,0.9990069513406157,1.0,0.75,0.8571428571428571,3,0,1,1003,1008
GPT41_FScot_noCTX_Leg,existential-it,0.9751737835153923,0.4473684210526316,0.8095238095238095,0.576271186440678,17,21,4,965,1008
GPT41_FScot_noCTX_Leg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1005,1008
GPT41_FScot_noCTX_Leg,appositive-pleonastic-pronoun,0.9841112214498511,0.5,0.5625,0.5294117647058824,9,9,7,982,1008
GPT41_FScot_noCTX_Leg,bin,0.9990069513406157,1.0,0.9230769230769231,0.96,12,0,1,994,1008
GPT41_FScot_noCTX_Leg,verb-stem,0.9761668321747765,0.5,0.16666666666666666,0.25,4,4,20,979,1008
GPT41_FScot_noCTX_Leg,past-tense-swap,0.9860973187686196,0.38461538461538464,0.45454545454545453,0.4166666666666667,5,8,6,988,1008
GPT41_FScot_noCTX_Leg,zero-rel-pronoun,0.9672293942403177,0.08571428571428572,0.75,0.15384615384615385,3,32,1,971,1008
GPT41_FScot_noCTX_Leg,preterite-had,0.9950347567030785,0.6,0.8571428571428571,0.7058823529411765,6,4,1,996,1008
GPT41_FScot_noCTX_Leg,bare-got,0.9910625620655412,0.8235294117647058,0.7,0.7567567567567568,14,3,6,984,1008
GPT41_FScot_noCTX_noLeg,zero-poss,0.9930555555555556,0.6153846153846154,0.8,0.6956521739130435,8,5,2,993,1008
GPT41_FScot_noCTX_noLeg,zero-copula,0.9652777777777778,0.6140350877192983,0.7291666666666666,0.6666666666666666,35,22,13,938,1008
GPT41_FScot_noCTX_noLeg,double-tense,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_FScot_noCTX_noLeg,be-construction,0.998015873015873,0.75,0.75,0.75,3,1,1,1003,1008
GPT41_FScot_noCTX_noLeg,resultant-done,0.9990079365079365,0.75,1.0,0.8571428571428571,3,1,0,1004,1008
GPT41_FScot_noCTX_noLeg,multiple-neg,0.9910714285714286,0.8,0.9333333333333333,0.8615384615384616,28,7,2,971,1008
GPT41_FScot_noCTX_noLeg,neg-inversion,0.998015873015873,0.3333333333333333,1.0,0.5,1,2,0,1005,1008
GPT41_FScot_noCTX_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_FScot_noCTX_noLeg,zero-3sg-pres-s,0.9801587301587301,0.5365853658536586,0.9565217391304348,0.6875,22,19,1,966,1008
GPT41_FScot_noCTX_noLeg,is-was-gen,0.9900793650793651,0.7741935483870968,0.8888888888888888,0.8275862068965517,24,7,3,974,1008
GPT41_FScot_noCTX_noLeg,zero-pl-s,0.996031746031746,0.5,0.75,0.6,3,3,1,1001,1008
GPT41_FScot_noCTX_noLeg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_FScot_noCTX_noLeg,existential-it,0.9781746031746031,0.4864864864864865,0.8571428571428571,0.6206896551724138,18,19,3,968,1008
GPT41_FScot_noCTX_noLeg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1006,1008
GPT41_FScot_noCTX_noLeg,appositive-pleonastic-pronoun,0.9831349206349206,0.47619047619047616,0.625,0.5405405405405406,10,11,6,981,1008
GPT41_FScot_noCTX_noLeg,bin,1.0,1.0,1.0,1.0,13,0,0,995,1008
GPT41_FScot_noCTX_noLeg,verb-stem,0.9712301587301587,0.2727272727272727,0.125,0.17142857142857143,3,8,21,976,1008
GPT41_FScot_noCTX_noLeg,past-tense-swap,0.9880952380952381,0.46153846153846156,0.5454545454545454,0.5,6,7,5,990,1008
GPT41_FScot_noCTX_noLeg,zero-rel-pronoun,0.9623015873015873,0.05263157894736842,0.5,0.09523809523809523,2,36,2,968,1008
GPT41_FScot_noCTX_noLeg,preterite-had,0.9930555555555556,0.5,0.7142857142857143,0.5882352941176471,5,5,2,996,1008
GPT41_FScot_noCTX_noLeg,bare-got,0.9920634920634921,0.875,0.7,0.7777777777777778,14,2,6,986,1008
GPT41_ZS_CTX1t_Leg,zero-poss,0.9920634920634921,0.5833333333333334,0.7,0.6363636363636364,7,5,3,993,1008
GPT41_ZS_CTX1t_Leg,zero-copula,0.9623015873015873,0.5892857142857143,0.6875,0.6346153846153846,33,23,15,937,1008
GPT41_ZS_CTX1t_Leg,double-tense,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_ZS_CTX1t_Leg,be-construction,0.998015873015873,0.75,0.75,0.75,3,1,1,1003,1008
GPT41_ZS_CTX1t_Leg,resultant-done,0.9990079365079365,0.75,1.0,0.8571428571428571,3,1,0,1004,1008
GPT41_ZS_CTX1t_Leg,double-modal,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_ZS_CTX1t_Leg,multiple-neg,0.9910714285714286,0.7837837837837838,0.9666666666666667,0.8656716417910447,29,8,1,970,1008
GPT41_ZS_CTX1t_Leg,neg-inversion,0.996031746031746,0.0,0.0,0.0,0,3,1,1004,1008
GPT41_ZS_CTX1t_Leg,n-inv-neg-concord,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_ZS_CTX1t_Leg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_ZS_CTX1t_Leg,zero-3sg-pres-s,0.9771825396825397,0.5,0.9130434782608695,0.6461538461538462,21,21,2,964,1008
GPT41_ZS_CTX1t_Leg,is-was-gen,0.9880952380952381,0.7272727272727273,0.8888888888888888,0.8,24,9,3,972,1008
GPT41_ZS_CTX1t_Leg,zero-pl-s,0.9970238095238095,0.5714285714285714,1.0,0.7272727272727273,4,3,0,1001,1008
GPT41_ZS_CTX1t_Leg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_ZS_CTX1t_Leg,existential-it,0.9712301587301587,0.41304347826086957,0.9047619047619048,0.5671641791044776,19,27,2,960,1008
GPT41_ZS_CTX1t_Leg,demonstrative-them,0.998015873015873,0.5,1.0,0.6666666666666666,2,2,0,1004,1008
GPT41_ZS_CTX1t_Leg,appositive-pleonastic-pronoun,0.9791666666666666,0.41379310344827586,0.75,0.5333333333333333,12,17,4,975,1008
GPT41_ZS_CTX1t_Leg,bin,1.0,1.0,1.0,1.0,13,0,0,995,1008
GPT41_ZS_CTX1t_Leg,verb-stem,0.9692460317460317,0.29411764705882354,0.20833333333333334,0.24390243902439024,5,12,19,972,1008
GPT41_ZS_CTX1t_Leg,past-tense-swap,0.9831349206349206,0.3125,0.45454545454545453,0.37037037037037035,5,11,6,986,1008
GPT41_ZS_CTX1t_Leg,zero-rel-pronoun,0.9474206349206349,0.05454545454545454,0.75,0.1016949152542373,3,52,1,952,1008
GPT41_ZS_CTX1t_Leg,preterite-had,0.9940476190476191,0.5454545454545454,0.8571428571428571,0.6666666666666666,6,5,1,996,1008
GPT41_ZS_CTX1t_Leg,bare-got,0.9920634920634921,0.9285714285714286,0.65,0.7647058823529411,13,1,7,987,1008
GPT41_ZS_CTX1t_noLeg,zero-poss,0.9920634920634921,0.5714285714285714,0.8,0.6666666666666666,8,6,2,992,1008
GPT41_ZS_CTX1t_noLeg,zero-copula,0.9603174603174603,0.5714285714285714,0.6666666666666666,0.6153846153846154,32,24,16,936,1008
GPT41_ZS_CTX1t_noLeg,double-tense,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_ZS_CTX1t_noLeg,be-construction,0.998015873015873,0.75,0.75,0.75,3,1,1,1003,1008
GPT41_ZS_CTX1t_noLeg,resultant-done,0.9990079365079365,0.75,1.0,0.8571428571428571,3,1,0,1004,1008
GPT41_ZS_CTX1t_noLeg,multiple-neg,0.9900793650793651,0.7631578947368421,0.9666666666666667,0.8529411764705882,29,9,1,969,1008
GPT41_ZS_CTX1t_noLeg,neg-inversion,0.996031746031746,0.0,0.0,0.0,0,3,1,1004,1008
GPT41_ZS_CTX1t_noLeg,n-inv-neg-concord,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_ZS_CTX1t_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_ZS_CTX1t_noLeg,zero-3sg-pres-s,0.9801587301587301,0.5365853658536586,0.9565217391304348,0.6875,22,19,1,966,1008
GPT41_ZS_CTX1t_noLeg,is-was-gen,0.9880952380952381,0.7419354838709677,0.8518518518518519,0.7931034482758621,23,8,4,973,1008
GPT41_ZS_CTX1t_noLeg,zero-pl-s,0.998015873015873,0.6666666666666666,1.0,0.8,4,2,0,1002,1008
GPT41_ZS_CTX1t_noLeg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_ZS_CTX1t_noLeg,existential-it,0.9662698412698413,0.3617021276595745,0.8095238095238095,0.5,17,30,4,957,1008
GPT41_ZS_CTX1t_noLeg,demonstrative-them,0.9970238095238095,0.4,1.0,0.5714285714285714,2,3,0,1003,1008
GPT41_ZS_CTX1t_noLeg,appositive-pleonastic-pronoun,0.9751984126984127,0.36363636363636365,0.75,0.4897959183673469,12,21,4,971,1008
GPT41_ZS_CTX1t_noLeg,bin,1.0,1.0,1.0,1.0,13,0,0,995,1008
GPT41_ZS_CTX1t_noLeg,verb-stem,0.9642857142857143,0.125,0.08333333333333333,0.1,2,14,22,970,1008
GPT41_ZS_CTX1t_noLeg,past-tense-swap,0.9821428571428571,0.26666666666666666,0.36363636363636365,0.3076923076923077,4,11,7,986,1008
GPT41_ZS_CTX1t_noLeg,zero-rel-pronoun,0.9434523809523809,0.03508771929824561,0.5,0.06557377049180328,2,55,2,949,1008
GPT41_ZS_CTX1t_noLeg,preterite-had,0.9920634920634921,0.45454545454545453,0.7142857142857143,0.5555555555555556,5,6,2,995,1008
GPT41_ZS_CTX1t_noLeg,bare-got,0.9920634920634921,0.9285714285714286,0.65,0.7647058823529411,13,1,7,987,1008
GPT41_ZS_CTX2t_Leg,zero-poss,0.9940476190476191,0.6666666666666666,0.8,0.7272727272727273,8,4,2,994,1008
GPT41_ZS_CTX2t_Leg,zero-copula,0.9613095238095238,0.5818181818181818,0.6666666666666666,0.6213592233009708,32,23,16,937,1008
GPT41_ZS_CTX2t_Leg,double-tense,0.9970238095238095,0.0,0.0,0.0,0,3,0,1005,1008
GPT41_ZS_CTX2t_Leg,be-construction,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_ZS_CTX2t_Leg,resultant-done,0.9990079365079365,0.75,1.0,0.8571428571428571,3,1,0,1004,1008
GPT41_ZS_CTX2t_Leg,multiple-neg,0.9871031746031746,0.717948717948718,0.9333333333333333,0.8115942028985508,28,11,2,967,1008
GPT41_ZS_CTX2t_Leg,neg-inversion,0.9970238095238095,0.0,0.0,0.0,0,2,1,1005,1008
GPT41_ZS_CTX2t_Leg,n-inv-neg-concord,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_ZS_CTX2t_Leg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_ZS_CTX2t_Leg,zero-3sg-pres-s,0.9781746031746031,0.5121951219512195,0.9130434782608695,0.65625,21,20,2,965,1008
GPT41_ZS_CTX2t_Leg,is-was-gen,0.9890873015873016,0.7857142857142857,0.8148148148148148,0.8,22,6,5,975,1008
GPT41_ZS_CTX2t_Leg,zero-pl-s,0.9970238095238095,0.5714285714285714,1.0,0.7272727272727273,4,3,0,1001,1008
GPT41_ZS_CTX2t_Leg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_ZS_CTX2t_Leg,existential-it,0.9642857142857143,0.3404255319148936,0.7619047619047619,0.47058823529411764,16,31,5,956,1008
GPT41_ZS_CTX2t_Leg,demonstrative-them,0.9990079365079365,0.6666666666666666,1.0,0.8,2,1,0,1005,1008
GPT41_ZS_CTX2t_Leg,appositive-pleonastic-pronoun,0.9791666666666666,0.41379310344827586,0.75,0.5333333333333333,12,17,4,975,1008
GPT41_ZS_CTX2t_Leg,bin,0.9990079365079365,1.0,0.9230769230769231,0.96,12,0,1,995,1008
GPT41_ZS_CTX2t_Leg,verb-stem,0.9712301587301587,0.2222222222222222,0.08333333333333333,0.12121212121212122,2,7,22,977,1008
GPT41_ZS_CTX2t_Leg,past-tense-swap,0.9821428571428571,0.26666666666666666,0.36363636363636365,0.3076923076923077,4,11,7,986,1008
GPT41_ZS_CTX2t_Leg,zero-rel-pronoun,0.9503968253968254,0.057692307692307696,0.75,0.10714285714285714,3,49,1,955,1008
GPT41_ZS_CTX2t_Leg,preterite-had,0.9930555555555556,0.5,0.7142857142857143,0.5882352941176471,5,5,2,996,1008
GPT41_ZS_CTX2t_Leg,bare-got,0.9920634920634921,0.9285714285714286,0.65,0.7647058823529411,13,1,7,987,1008
GPT41_ZS_CTX2t_noLeg,zero-poss,0.9880952380952381,0.4375,0.7,0.5384615384615384,7,9,3,989,1008
GPT41_ZS_CTX2t_noLeg,zero-copula,0.9642857142857143,0.62,0.6458333333333334,0.6326530612244898,31,19,17,941,1008
GPT41_ZS_CTX2t_noLeg,double-tense,0.998015873015873,0.0,0.0,0.0,0,2,0,1006,1008
GPT41_ZS_CTX2t_noLeg,be-construction,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_ZS_CTX2t_noLeg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,1005,1008
GPT41_ZS_CTX2t_noLeg,multiple-neg,0.9890873015873016,0.7567567567567568,0.9333333333333333,0.835820895522388,28,9,2,969,1008
GPT41_ZS_CTX2t_noLeg,neg-inversion,0.9970238095238095,0.0,0.0,0.0,0,2,1,1005,1008
GPT41_ZS_CTX2t_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_ZS_CTX2t_noLeg,zero-3sg-pres-s,0.9771825396825397,0.5,0.9565217391304348,0.6567164179104478,22,22,1,963,1008
GPT41_ZS_CTX2t_noLeg,is-was-gen,0.9900793650793651,0.7575757575757576,0.9259259259259259,0.8333333333333334,25,8,2,973,1008
GPT41_ZS_CTX2t_noLeg,zero-pl-s,0.996031746031746,0.5,1.0,0.6666666666666666,4,4,0,1000,1008
GPT41_ZS_CTX2t_noLeg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_ZS_CTX2t_noLeg,existential-it,0.9672619047619048,0.35714285714285715,0.7142857142857143,0.47619047619047616,15,27,6,960,1008
GPT41_ZS_CTX2t_noLeg,demonstrative-them,0.9990079365079365,0.6666666666666666,1.0,0.8,2,1,0,1005,1008
GPT41_ZS_CTX2t_noLeg,appositive-pleonastic-pronoun,0.9791666666666666,0.4074074074074074,0.6875,0.5116279069767442,11,16,5,976,1008
GPT41_ZS_CTX2t_noLeg,bin,1.0,1.0,1.0,1.0,13,0,0,995,1008
GPT41_ZS_CTX2t_noLeg,verb-stem,0.9692460317460317,0.26666666666666666,0.16666666666666666,0.20512820512820512,4,11,20,973,1008
GPT41_ZS_CTX2t_noLeg,past-tense-swap,0.9851190476190477,0.35714285714285715,0.45454545454545453,0.4,5,9,6,988,1008
GPT41_ZS_CTX2t_noLeg,zero-rel-pronoun,0.9503968253968254,0.057692307692307696,0.75,0.10714285714285714,3,49,1,955,1008
GPT41_ZS_CTX2t_noLeg,preterite-had,0.9890873015873016,0.3,0.42857142857142855,0.35294117647058826,3,7,4,994,1008
GPT41_ZS_CTX2t_noLeg,bare-got,0.9910714285714286,0.8666666666666667,0.65,0.7428571428571429,13,2,7,986,1008
GPT41_ZS_noCTX_Leg,zero-poss,0.9930555555555556,0.6,0.9,0.72,9,6,1,992,1008
GPT41_ZS_noCTX_Leg,zero-copula,0.9642857142857143,0.6304347826086957,0.6041666666666666,0.6170212765957447,29,17,19,943,1008
GPT41_ZS_noCTX_Leg,double-tense,0.998015873015873,0.0,0.0,0.0,0,2,0,1006,1008
GPT41_ZS_noCTX_Leg,be-construction,0.9970238095238095,1.0,0.25,0.4,1,0,3,1004,1008
GPT41_ZS_noCTX_Leg,resultant-done,0.9990079365079365,0.75,1.0,0.8571428571428571,3,1,0,1004,1008
GPT41_ZS_noCTX_Leg,multiple-neg,0.9900793650793651,0.7777777777777778,0.9333333333333333,0.8484848484848485,28,8,2,970,1008
GPT41_ZS_noCTX_Leg,neg-inversion,0.9970238095238095,0.0,0.0,0.0,0,2,1,1005,1008
GPT41_ZS_noCTX_Leg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_ZS_noCTX_Leg,zero-3sg-pres-s,0.9811507936507936,0.5476190476190477,1.0,0.7076923076923077,23,19,0,966,1008
GPT41_ZS_noCTX_Leg,is-was-gen,0.9880952380952381,0.7777777777777778,0.7777777777777778,0.7777777777777778,21,6,6,975,1008
GPT41_ZS_noCTX_Leg,zero-pl-s,0.996031746031746,0.5,0.75,0.6,3,3,1,1001,1008
GPT41_ZS_noCTX_Leg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_ZS_noCTX_Leg,existential-it,0.9692460317460317,0.375,0.7142857142857143,0.4918032786885246,15,25,6,962,1008
GPT41_ZS_noCTX_Leg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1006,1008
GPT41_ZS_noCTX_Leg,appositive-pleonastic-pronoun,0.9801587301587301,0.4230769230769231,0.6875,0.5238095238095238,11,15,5,977,1008
GPT41_ZS_noCTX_Leg,bin,0.9990079365079365,1.0,0.9230769230769231,0.96,12,0,1,995,1008
GPT41_ZS_noCTX_Leg,verb-stem,0.9722222222222222,0.3,0.125,0.17647058823529413,3,7,21,977,1008
GPT41_ZS_noCTX_Leg,past-tense-swap,0.9841269841269841,0.3076923076923077,0.36363636363636365,0.3333333333333333,4,9,7,988,1008
GPT41_ZS_noCTX_Leg,zero-rel-pronoun,0.9533730158730159,0.0425531914893617,0.5,0.0784313725490196,2,45,2,959,1008
GPT41_ZS_noCTX_Leg,preterite-had,0.9920634920634921,0.45454545454545453,0.7142857142857143,0.5555555555555556,5,6,2,995,1008
GPT41_ZS_noCTX_Leg,bare-got,0.9910714285714286,0.8666666666666667,0.65,0.7428571428571429,13,2,7,986,1008
GPT41_ZS_noCTX_noLeg,zero-poss,0.9910714285714286,0.5333333333333333,0.8,0.64,8,7,2,991,1008
GPT41_ZS_noCTX_noLeg,zero-copula,0.9642857142857143,0.62,0.6458333333333334,0.6326530612244898,31,19,17,941,1008
GPT41_ZS_noCTX_noLeg,double-tense,0.998015873015873,0.0,0.0,0.0,0,2,0,1006,1008
GPT41_ZS_noCTX_noLeg,be-construction,0.998015873015873,1.0,0.5,0.6666666666666666,2,0,2,1004,1008
GPT41_ZS_noCTX_noLeg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,1005,1008
GPT41_ZS_noCTX_noLeg,double-modal,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_ZS_noCTX_noLeg,multiple-neg,0.9920634920634921,0.7894736842105263,1.0,0.8823529411764706,30,8,0,970,1008
GPT41_ZS_noCTX_noLeg,neg-inversion,0.9970238095238095,0.0,0.0,0.0,0,2,1,1005,1008
GPT41_ZS_noCTX_noLeg,n-inv-neg-concord,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_ZS_noCTX_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_ZS_noCTX_noLeg,zero-3sg-pres-s,0.9821428571428571,0.5641025641025641,0.9565217391304348,0.7096774193548387,22,17,1,968,1008
GPT41_ZS_noCTX_noLeg,is-was-gen,0.9871031746031746,0.75,0.7777777777777778,0.7636363636363637,21,7,6,974,1008
GPT41_ZS_noCTX_noLeg,zero-pl-s,0.9940476190476191,0.375,0.75,0.5,3,5,1,999,1008
GPT41_ZS_noCTX_noLeg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_ZS_noCTX_noLeg,existential-it,0.9662698412698413,0.35555555555555557,0.7619047619047619,0.48484848484848486,16,29,5,958,1008
GPT41_ZS_noCTX_noLeg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1006,1008
GPT41_ZS_noCTX_noLeg,appositive-pleonastic-pronoun,0.9831349206349206,0.4782608695652174,0.6875,0.5641025641025641,11,12,5,980,1008
GPT41_ZS_noCTX_noLeg,bin,0.9990079365079365,1.0,0.9230769230769231,0.96,12,0,1,995,1008
GPT41_ZS_noCTX_noLeg,verb-stem,0.9702380952380952,0.25,0.125,0.16666666666666666,3,9,21,975,1008
GPT41_ZS_noCTX_noLeg,past-tense-swap,0.9821428571428571,0.26666666666666666,0.36363636363636365,0.3076923076923077,4,11,7,986,1008
GPT41_ZS_noCTX_noLeg,zero-rel-pronoun,0.9523809523809523,0.06,0.75,0.1111111111111111,3,47,1,957,1008
GPT41_ZS_noCTX_noLeg,preterite-had,0.9890873015873016,0.3333333333333333,0.5714285714285714,0.42105263157894735,4,8,3,993,1008
GPT41_ZS_noCTX_noLeg,bare-got,0.9910714285714286,0.8666666666666667,0.65,0.7428571428571429,13,2,7,986,1008
GPT41_ZScot_CTX1t_Leg,zero-poss,0.9956043956043956,0.875,0.7,0.7777777777777778,7,1,3,899,911
GPT41_ZScot_CTX1t_Leg,zero-copula,0.9648351648351648,0.6,0.7674418604651163,0.673469387755102,33,22,10,845,911
GPT41_ZScot_CTX1t_Leg,double-tense,0.9989010989010989,0.0,0.0,0.0,0,1,0,909,911
GPT41_ZScot_CTX1t_Leg,be-construction,0.9989010989010989,1.0,0.6666666666666666,0.8,2,0,1,907,911
GPT41_ZScot_CTX1t_Leg,resultant-done,1.0,1.0,1.0,1.0,1,0,0,909,911
GPT41_ZScot_CTX1t_Leg,multiple-neg,0.9912087912087912,0.7931034482758621,0.92,0.8518518518518519,23,6,2,879,911
GPT41_ZScot_CTX1t_Leg,neg-inversion,0.9978021978021978,0.0,0.0,0.0,0,1,1,908,911
GPT41_ZScot_CTX1t_Leg,aint,1.0,1.0,1.0,1.0,7,0,0,903,911
GPT41_ZScot_CTX1t_Leg,zero-3sg-pres-s,0.9813186813186813,0.5405405405405406,1.0,0.7017543859649122,20,17,0,873,911
GPT41_ZScot_CTX1t_Leg,is-was-gen,0.989010989010989,0.7777777777777778,0.84,0.8076923076923077,21,6,4,879,911
GPT41_ZScot_CTX1t_Leg,zero-pl-s,0.9989010989010989,0.5,1.0,0.6666666666666666,1,1,0,908,911
GPT41_ZScot_CTX1t_Leg,double-object,1.0,1.0,1.0,1.0,3,0,0,907,911
GPT41_ZScot_CTX1t_Leg,existential-it,0.9747252747252747,0.45454545454545453,0.75,0.5660377358490566,15,18,5,872,911
GPT41_ZScot_CTX1t_Leg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,908,911
GPT41_ZScot_CTX1t_Leg,appositive-pleonastic-pronoun,0.9846153846153847,0.3125,0.625,0.4166666666666667,5,11,3,891,911
GPT41_ZScot_CTX1t_Leg,bin,0.9989010989010989,1.0,0.9166666666666666,0.9565217391304348,11,0,1,898,911
GPT41_ZScot_CTX1t_Leg,verb-stem,0.9747252747252747,0.4166666666666667,0.23809523809523808,0.30303030303030304,5,7,16,882,911
GPT41_ZScot_CTX1t_Leg,past-tense-swap,0.9868131868131869,0.3,0.375,0.3333333333333333,3,7,5,895,911
GPT41_ZScot_CTX1t_Leg,zero-rel-pronoun,0.9538461538461539,0.047619047619047616,0.5,0.08695652173913043,2,40,2,866,911
GPT41_ZScot_CTX1t_Leg,preterite-had,0.9934065934065934,0.5,0.8333333333333334,0.625,5,5,1,899,911
GPT41_ZScot_CTX1t_Leg,bare-got,0.9945054945054945,0.8888888888888888,0.6666666666666666,0.7619047619047619,8,1,4,897,911
GPT41_ZScot_CTX1t_noLeg,zero-poss,0.9940405244338498,0.7777777777777778,0.7,0.7368421052631579,7,2,3,827,839
GPT41_ZScot_CTX1t_noLeg,zero-copula,0.9702026221692491,0.673469387755102,0.7857142857142857,0.7252747252747253,33,16,9,781,839
GPT41_ZScot_CTX1t_noLeg,be-construction,0.9976162097735399,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1,835,839
GPT41_ZScot_CTX1t_noLeg,resultant-done,1.0,1.0,1.0,1.0,1,0,0,838,839
GPT41_ZScot_CTX1t_noLeg,multiple-neg,0.9892729439809297,0.7586206896551724,0.9166666666666666,0.8301886792452831,22,7,2,808,839
GPT41_ZScot_CTX1t_noLeg,neg-inversion,0.9976162097735399,0.0,0.0,0.0,0,1,1,837,839
GPT41_ZScot_CTX1t_noLeg,n-inv-neg-concord,0.9976162097735399,0.0,0.0,0.0,0,2,0,837,839
GPT41_ZScot_CTX1t_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,832,839
GPT41_ZScot_CTX1t_noLeg,zero-3sg-pres-s,0.9785458879618594,0.5277777777777778,0.95,0.6785714285714286,19,17,1,802,839
GPT41_ZScot_CTX1t_noLeg,is-was-gen,0.9916567342073898,0.7857142857142857,0.9565217391304348,0.8627450980392157,22,6,1,810,839
GPT41_ZScot_CTX1t_noLeg,zero-pl-s,0.99880810488677,0.5,1.0,0.6666666666666666,1,1,0,837,839
GPT41_ZScot_CTX1t_noLeg,double-object,1.0,1.0,1.0,1.0,2,0,0,837,839
GPT41_ZScot_CTX1t_noLeg,existential-it,0.9725864123957092,0.4375,0.7368421052631579,0.5490196078431373,14,18,5,802,839
GPT41_ZScot_CTX1t_noLeg,demonstrative-them,1.0,1.0,1.0,1.0,1,0,0,838,839
GPT41_ZScot_CTX1t_noLeg,appositive-pleonastic-pronoun,0.9868891537544696,0.2727272727272727,0.5,0.35294117647058826,3,8,3,825,839
GPT41_ZScot_CTX1t_noLeg,bin,1.0,1.0,1.0,1.0,12,0,0,827,839
GPT41_ZScot_CTX1t_noLeg,verb-stem,0.9749702026221693,0.38461538461538464,0.2777777777777778,0.3225806451612903,5,8,13,813,839
GPT41_ZScot_CTX1t_noLeg,past-tense-swap,0.9940405244338498,0.5714285714285714,0.6666666666666666,0.6153846153846154,4,3,2,830,839
GPT41_ZScot_CTX1t_noLeg,zero-rel-pronoun,0.9535160905840286,0.07317073170731707,0.75,0.13333333333333333,3,38,1,797,839
